Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
28-abr-2009	1	0,5	1,5	1,5	1,6	1,9	2,1	2,3	1,9	2,1	2,1	1,7	2,4	3	3,6	3,1	2,6	1,8	2,7	2,6	2,6	2,4	2	1,9
29-abr-2009	1,8	1,7	2	2	1,6	1,4	2,1	1,6	1,8	2,4	2	2,1	1,3	1,5	1,7	2,3	2,3	2,5	2,5	2,6	2	0,9	0	0,1
30-abr-2009	1,3	1,3	1,3	1,6	1,5	1,3	2	3,2	3,3	3,7	3,4	5,6	5,1	4,8	3,7	4,8	5	5,1	4,2	3,4	4,2	4,6	5,4	4,9
01-mai-2009	5,3	6,1	6,4	5,4	4,8	4,2	4,3	2,5	1,2	5,3	6	6,4	6	5,8	5,6	4,6	5,9	6,4	6,8	6,5	7,9	8,1	8,2	8,4
02-mai-2009	8,6	9,1	8,4	7,2	8,5	8,4	6,6	5,1	5,7	7,2	5,6	6,4	6	6	6,2	6,7	5,9	5,8	6,9	6,3	6,5	6,7	6,4	6,2
03-mai-2009	5,5	5,9	5,1	4,3	4,1	3,5	4,2	4	2,6	1,4	1	1,2	1,6	2,3	3,7	4,1	4,8	5,1	6,2	5,9	6,7	7,1	6,5	7,5
04-mai-2009	7,1	5,6	5,4	4,3	5,2	4,7	4,5	5,4	5,3	5	2,5	2,7	4,8	4,5	4,5	4,8	5,4	4,9	5,4	4,6	2,8	2,9	3,3	2,8
05-mai-2009	4	4,5	3,4	2,7	2,4	2,3	1,4	1,5	0,5	1,9	1,2	1,7	1,3	2,3	3,6	4,1	4,6	4,6	4,5	4	2,7	4,1	3,4	4
06-mai-2009	3,4	2,4	3,7	3,2	7,1	3,3	3,6	3,9	3,7	3,6	4,2	4,6	7,3	7,9	8,4	9,2	10,4	9,4	10,2	8,9	6,6	7,5	5,1	6,2
07-mai-2009	5,4	3,5	2,9	2,7	3	2,4	2	2,9	2,3	2,4	2,6	1,3	2,8	2,2	1,9	2,4	2,5	3	3,5	3,8	4,5	4,6	4,2	4,6
08-mai-2009	2,9	2,9	6	3,3	2,2	1,9	0,4	1,3	1,1	1,7	1,5	2,5	1,6	2,2	1,9	1,9	1,7	1,9	1,3	2,1	2,5	1,6	2,2	0,9
09-mai-2009	0,1	1,6	1,5	1,1	1,6	2,1	1,1	1,3	1	1,6	1,6	1,8	2,1	2,4	2,7	3,6	5,2	7,2	6,1	6,6	6,8	6,3	7,6	7,3
10-mai-2009	7,4	7,9	7,9	7,1	6,8	5,2	6,1	5,5	6,8	6,9	6,1	5,6	6,4	5,7	6,8	6,8	6,4	7,1	7	6,1	5,7	5,5	6,1	5,5
11-mai-2009	6,1	6,4	7,4	7,1	8	6,8	6,8	6,3	4,8	2,8	3	3,5	4,6	2,8	3,7	3,4	3,8	3,3	4,4	3,9	3,9	2,4	2,3	3
12-mai-2009	3,8	3,1	4,6	3,5	2,8	2,6	2,6	2,7	3	3,4	2	2,6	3,5	8,2	3,3	4,1	1,7	4,1	4,4	5,2	3,5	1,9	1,3	1,3
13-mai-2009	1,5	1,4	1,1	1,7	0,8	1,5	1,6	2,2	1,9	0,4	3,2	4,5	4,4	5,2	6,5	5,4	5,6	2,9	4,1	4	3,2	3,6	1,8	0,3
14-mai-2009	1,9	3,8	5,1	4,4	0,7	0,6	1,8	2,6	5,8	4,8	3,6	5,3	4,9	4,5	4,2	5,1	6,2	5,6	5,8	5	6,7	6,3	5,6	4,7
15-mai-2009	6,2	8	6,4	7	7	7,6	7,1	6,1	8,1	7,9	8,1	7,8	8,2	8,4	8,2	7,9	6,8	7,1	6,7	6	5,5	4,2	3,7	2,8
16-mai-2009	2,4	3,2	3,2	3,1	2,9	3	3,2	2,9	3,4	4	2,2	3,1	4	4,3	4,3	5,2	5,3	4,2	2,7	2,7	2,6	1,7	0,8	0,3
17-mai-2009	1	1,7	2	2,6	4	3,8	5	4,2	4,3	5,8	4,9	5,2	4,6	5,9	4,9	4,7	4,1	4,2	4,3	3,7	2,6	2,3	2,1	1,4
18-mai-2009	1,9	2	2,6	0,5	1,7	2,4	2,1	1,9	3	3,5	4,1	2,6	1,4	1	2,1	2,9	2,6	3,4	3,2	3,1	0,2	1,9	0,8	2,3
19-mai-2009	1,3	3,4	4	1,9	2,7	1,8	2,4	2,5	2,6	2,1	1,9	2,1	2,5	3,3	3,1	2,8	2,8	1,9	2,8	1,2	2	2,9	2,5	5,1
20-mai-2009	6,2	6,2	2,9	4	4,6	5,4	6,2	7,2	8,2	8,4	7,8	7,7	7,4	7,2	6,4	6,8	7	6,6	5,8	5,2	4,9	5	5	5,9
21-mai-2009	5,9	5,3	6	5,3	4,7	5,1	2,8	0,5	1,5	2,8	1,9	2,3	2,2	2,7	3,1	2,3	2,8	2,7	3,7	3,4	3,4	3,3	3,1	3
22-mai-2009	2,2	2,6	2,3	2,2	3,1	2,3	2,1	2,5	2,1	1	1,2	1,1	0,2	2,4	2,3	2	1,8	2,9	2,3	2,9	2,8	3,7	3	3,2
23-mai-2009	2,8	1,7	2,4	2	1,8	1,8	1,1	1,8	0,3	1,3	0,2	0	0,7	1,1	1,4	2,3	1,5	3,5	2,8	2,7	2,6	2,1	2,9	2,8
24-mai-2009	2	1,7	1,9	1,2	1,4	1,7	0,3	0,9	0,1	0,7	1,4	0	1,5	1,5	1,5	1,9	2,3	2,3	3,1	2,2	2	2,2	1,7	2,5
25-mai-2009	3,2	3,7	4,2	4,7	6	5	5,2	5,1	5,3	5,1	3,3	1,1	4,1	4,4	5,5	4,2	6,1	5,1	4	3,1	1,2	1,6	1,3	1,7
26-mai-2009	1,6	1,5	1,9	1,9	2,4	1,6	2,8	2,9	3,1	3,5	4,2	3,3	3,5	4,5	4,3	3,9	4,3	5,7	6,3	6,2	7,1	5	3,7	3,3
27-mai-2009	2,6	2,9	3,4	2,7	2,3	3,8	1,5	2,4	2	2,5	2,6	2,2	2,1	2,6	2,9	2,6	1,9	2,5	2,1	2,4	2,1	2,2	2,4	2
28-mai-2009	4	2,8	1,7	2,1	2,8	2,9	3,1	2,9	2,4	4	3,1	3,2	4,2	4,7	5,3	6,1	5,9	6,6	6,4	5,3	5,1	4,3	3,2	2,7
29-mai-2009	2,4	2,4	2,5	3,2	3,3	3,6	3,3	3,8	2,9	2,8	3,3	3,4	2,8	3,3	3	3,1	3,2	2,8	2,4	2,4	2,3	2,8	4,1	3,4
30-mai-2009	3,9	2,9	4	1,6	1,8	2,6	2,5	2	2	3,7	2,5	4,9	5,5	6,9	7,6	7,4	6,4	6	5	4,4	2,8	2	2,9	3,8
31-mai-2009	3,5	3,4	3,3	2,6	3,4	4,7	4,6	5,6	3,4	4,4	4,2	4,8	6,4	6,9	7,8	8,2	10,3	10,3	10,5	10,9	8,9	9,5	9,6	9,3
01-jun-2009	9,8	9,9	9,2	7,6	8,7	7,8	7,9	8,7	8,4	8,1	7,1	7,3	7,9	9,4	8,1	8,6	9,8	9,1	9,9	9,4	8,1	6,8	6,8	5,2
02-jun-2009	5,9	5,8	7,8	7,2	7	5,4	6,5	6,3	5,6	5,1	5,5	5,7	6,7	7,5	8,5	9,1	8,6	9,5	7,2	8	6,4	6,9	7,2	7,5
03-jun-2009	7,7	7,1	6,3	7,2	6,1	6	6,6	6,3	5,5	5	5,3	4,9	5,6	6,5	6,9	6,3	6,7	4,7	5,4	3,7	3,3	0,8	1,9	1,5
04-jun-2009	1,7	1,9	1,7	1,5	0,6	1,3	1,3	1,7	0,3	2,1	2,1	1,7	1,8	1,1	1,4	1,6	1,3	1,7	2,1	2,3	2,5	1,5	1,8	1,7
05-jun-2009	2,4	2,3	2,9	2,3	2,2	2,1	1,8	0,6	1,5	2,2	2,1	1,3	1,8	4,6	4,6	5,7	6,8	6,8	7,1	6,3	6	5	3,8	3,9
06-jun-2009	3,1	3,1	2,8	3,3	4,2	4	4,2	6	4,9	4,7	4,9	5,1	5,7	5,6	6,5	8	7,3	6,6	6,5	6,4	4,3	3,3	3,3	3,4
07-jun-2009	2,4	2,7	2,5	2,8	2,5	2,5	2,3	2,6	2,6	2,7	2,8	2,1	3,5	2,6	2,4	1	2,1	3,4	3,8	4,7	6	6,5	6,7	8,4
08-jun-2009	9,4	9,2	6,2	5,5	6,2	5,3	4,6	4,7	6,6	6,3	6,9	6,6	4,1	5,8	6,4	6,3	5,7	5,8	4,7	5,6	5,7	6,4	4,9	2,7
09-jun-2009	3,7	3,9	2,8	1,6	1,6	0,2	1,4	0,7	1,7	0,9	0,6	0	0,8	1,5	3,6	3,6	4,2	4,8	3,2	4,2	2,8	1,9	2,9	2
10-jun-2009	2,8	1,4	1,8	1,5	1,4	1,2	0,6	0,9	1,1	0,9	1,5	1,3	2,4	2,4	2,3	2,2	2,5	3,4	4,1	3,9	2,9	0,7	1,8	2,2
11-jun-2009	1,4	2,5	2,1	2,1	1,8	2,4	2,4	2,1	2,1	2,1	2	1,9	2,6	3,4	5,2	6,5	6	5,6	4,7	5,5	3,8	2,7	3,6	2,6
12-jun-2009	3,2	2,8	1,9	1,9	2,5	1,8	3,4	2,7	2,8	4,4	3,8	3,9	4,8	5,1	5	5,1	5,9	6,3	5,8	4,4	5,4	5,1	4,3	4,2
13-jun-2009	3,6	3	2,9	1,3	3,5	2	2,6	2,9	3,1	3,1	2,4	3,3	3,1	4,1	2,9	2,9	2	2,1	2,1	2,5	2,7	2,1	2,5	2,7
14-jun-2009	1,4	1,6	2	2,5	2,6	3,6	3,5	3,6	3,7	3,5	3,7	2,2	3,5	4,1	4,7	4,7	4,8	4,6	5,8	6,3	6,4	5,3	3,7	3,2
15-jun-2009	4,1	4	2,9	3,2	2,7	3,1	2,6	3,4	2,1	1,9	0,8	2,7	2,2	3,2	4,6	5,8	5,1	5,5	5	4,1	4,1	5,6	5,5	5,1
16-jun-2009	3,7	3,3	3,6	2,6	2,4	1,7	2,4	2,3	1,9	0,8	1,7	2,3	2,5	2,7	3,6	3,6	4,6	4,3	4,7	4,4	4,2	4,6	6,5	6,6
17-jun-2009	6,3	7	7,3	6,6	6,8	7,1	6,2	6	6,3	6,3	5,9	6,1	5,8	6,5	7,2	7	6,7	7,2	6,2	4,8	5	4,7	4,4	4
18-jun-2009	3,4	3,9	3,5	3	2,7	2,6	2,5	2,3	2,9	2,5	2	1,7	2,6	2,9	2,6	2,5	1,7	1,9	1,8	2,9	4,4	2,5	2,6	2,8
19-jun-2009	2,8	2	2,4	2,1	2,4	2,6	4	3,9	2,5	2,7	2,5	3,6	3,3	3,7	3,7	3,9	3,7	5,3	5,1	3,5	5	5,7	9,3	8
20-jun-2009	7,1	7,9	8	6,3	7,4	6,8	7,2	9	7,8	7,1	3,8	2,5	2,8	0,9	2	2,3	2,8	4	4	4,4	3,5	3,1	2,7	2,9
21-jun-2009	3,8	4,1	4,3	4,8	5	4,8	4,5	5	3	2,6	2,6	1,2	1,7	2,3	3,3	3,8	2,5	3,7	3,9	3,5	2,9	1,2	2,7	1,7
22-jun-2009	1,8	0,1	1,2	1,9	1,7	1,6	1,7	0,9	2,2	2,5	1,5	1,9	1,7	1,9	1,7	2,4	1,6	1,9	2,2	1	1,4	2,3	1,7	1,4
23-jun-2009	1,8	2,6	2,7	1,2	3,1	3,7	2,9	4,3	2,8	2,1	2,9	1,1	0,8	1,9	1,9	0	0,2	1,2	3,7	4,1	7,4	6,2	9,5	6,3
24-jun-2009	5	4,3	4,9	5,9	4,1	5,1	4,3	5,4	5,7	3,5	4,1	4,5	5,3	5,4	4,6	4,3	3,2	3,9	3,4	4,3	3,3	3,2	2,5	2,8
25-jun-2009	2,5	2,8	1,9	2,2	1,7	1,5	1,5	1,7	1,8	2,1	2,4	2,7	3	3,3	3,9	3,6	1,6	2,4	2,8	2,9	2,8	3,1	2,7	2,1
26-jun-2009	1,9	1,7	2,5	1,9	2,3	2,3	1,8	1,9	1,8	1,9	1,8	2,2	1,8	2,8	3,2	2,4	2,2	2,5	3,6	2,9	1,9	2,3	2,1	2,8
27-jun-2009	2,3	0,9	1,3	1,5	0	1,3	1	1,9	1,1	1,3	1,1	1,1	1,8	2,8	2,6	1,8	1,7	2,2	2,7	3	3	2,9	2	2,8
28-jun-2009	4	4,1	2,3	1,1	2,3	2,5	2,8	3,7	3,2	4,6	4,8	4,1	4,9	5	5,7	6,5	6,9	6,3	6,4	6,8	7	6,9	6,6	5,8
29-jun-2009	5,5	6,1	7,4	5,8	7,7	8	8,6	9,1	11	10	10,7	8,7	10,5	9,5	9,8	10,4	9,3	8,9	7,6	8,4	9,5	10,1	1,6	2,1
30-jun-2009	4,4	7,2	4,5	4,8	5,8	6,4	3,4	3,7	5,5	4,8	4,8	4,5	6,2	5,1	6,4	8,2	8,8	9,2	7,4	6,4	6,2	4,3	4,8	4,9
01-jul-2009	3,4	1,5	2,8	3,3	4,5	3,6	4	3,5	3,4	3,3	2,5	3,5	4,3	5,3	5,6	6,5	4,8	4,7	4,6	3,7	1,8	0,9	1,1	1,4
02-jul-2009	1,3	1,3	2,3	1,6	1,2	2	1	0,3	1,6	1,9	2,2	2,2	2,7	2,5	2,7	4	4	3,4	4	3,5	2,8	2,1	2,4	2,2
03-jul-2009	2,3	1,9	2,1	2,1	2	2,1	2,2	2	2	1,7	0,8	1,4	0,2	1,3	1,3	1,6	3,6	4,2	2,9	3,6	0,5	1,7	0	1,6
04-jul-2009	1,7	1,7	1,9	2,2	3	2,7	2,4	2,5	2,3	2,1	2,5	2,6	1,8	2,4	1,9	2	1,8	2,1	2,4	2	2,4	2,7	3,2	4
05-jul-2009	5	5,3	5,5	5,9	6,5	6,3	6,8	6,6	6,7	6,9	6,3	6,6	7,4	7,1	7,3	8	8,6	9,4	7,3	7,9	7,2	6,4	7,3	6,7
06-jul-2009	6,6	5,5	5,4	5,4	5,3	5,2	5,2	4,3	3,6	5,1	4,6	4	5,7	5,8	5	6,2	5,5	5,1	6,5	5,5	5,7	5,6	5,5	6,2
07-jul-2009	5,9	4,3	4,4	4,5	3,1	6,1	5,2	0,5	0,6	2	1,6	1,3	2,1	8	5,5	3,4	6,5	2,7	2	0,5	2	1,1	1,2	0,6
08-jul-2009	2,9	2,3	2,9	2,3	2,1	1,6	1,1	1,3	1,1	1	0,4	1,7	1,3	0,2	0,9	1	1,3	0,9	1,1	2,3	1,1	1,3	2,2	3,5
09-jul-2009	4,6	3,9	2,1	2,6	2,5	2,4	3,7	2,5	3,1	2,1	2,5	2,7	2,6	3	2,5	2	1,8	1,1	3,1	3,4	3,6	5	3,4	3,2
10-jul-2009	1,8	2	3,1	2,8	1,2	0,1	0,3	1,1	0,2	0,5	1	1,3	1,9	1,3	0,5	1,6	2,2	2,1	1,4	1,4	0,1	2,4	4,5	3,7
11-jul-2009	3,6	3,5	2,6	3,5	5,6	2,2	5	5,5	5	5,6	4,9	3,2	3,8	3,7	5	6	7	5,4	6,6	6,4	7,7	4,9	4,8	3,7
12-jul-2009	4,5	3,2	3,3	2,9	4,3	3,6	3,6	5,4	5	4,2	2,5	2,3	4,2	5,7	5,4	3,8	4,1	4,1	2,7	2,7	0,6	2,6	2,4	1,8
13-jul-2009	1,9	2,2	3	4,8	5,1	3,5	3,8	3,9	5	4,2	4,4	3,8	2,4	2,5	2	1,8	4,5	4,2	4,8	4	2,8	2,8	1,1	1,1
14-jul-2009	1,7	2,8	2,9	3,3	3,1	3,4	3,5	3,1	4,1	3,1	2,5	3,5	4,3	3,5	5,3	4,4	5,3	5,8	5,3	5,3	4,1	3,1	2,8	1,6
15-jul-2009	2,1	1,7	1,9	1	1,6	1,6	1,9	1,1	5,5	6,3	5,6	4,7	3,8	6	7,2	8,6	9,1	7,9	7,4	8,8	8,6	6,6	6,7	7,9
16-jul-2009	7,8	7,3	6,4	6	9,4	8,1	8,5	4,5	3	6	6,2	6,5	7,6	4,6	3,8	1,7	1,8	0,9	2,6	1	1,8	1	2	0,7
17-jul-2009	1,9	3	2	2,5	3,6	4,3	4,4	3,8	4,3	4,1	3	5,3	5,5	5,3	4,8	5,1	4,7	5,5	6,1	5,3	3,6	3,5	2,8	4,6
18-jul-2009	4,6	5,7	5,4	6,3	5,5	5	5,3	5,2	6,1	5,1	5,3	5,6	5,7	5,7	5,6	6,1	6,7	6,3	5,7	6	5,1	4	3,5	4
19-jul-2009	3,8	3,7	3,6	4,6	4,3	4	3,3	4,2	3,9	3,2	3,3	2,6	4,1	3,7	3,1	2,6	3,5	2,9	2,7	2,6	1,7	2,4	2,1	2,1
20-jul-2009	2,7	2,7	1,8	1,3	3,9	2,8	3,8	2,4	0,9	1,3	1,8	1,6	0,3	0,6	2,1	2,9	3,7	3,8	4,7	7,1	7,3	6,6	7,2	7,6
21-jul-2009	7,3	6,7	6,5	6,3	6	7,9	8	7,3	6,4	8	7,7	7,8	9,2	8,7	10,6	11,5	10,8	11,2	11,8	11,9	11,3	10,5	10,9	10,5
22-jul-2009	8,7	8	10,3	12,4	11,5	7,4	3,6	2,9	6,3	4	4,1	3,9	2,8	5,4	6,8	4,9	5,1	4,5	4	3,6	4	3,2	2,7	2,9
23-jul-2009	2,4	4,1	4,6	4,2	4,4	3,8	3,9	4,5	5,6	6,3	6	5	4,3	5,5	5,5	6,6	6,2	8,9	8,9	6,9	6	5,8	6	6,2
24-jul-2009	5,1	5,7	4,5	5,9	4,9	5,9	6,7	6,9	5,7	5,1	5,9	5,6	6,7	7,5	8,5	7,7	8,1	6,2	7,3	5,8	5,5	3,5	3,4	2,8
25-jul-2009	3,4	3,8	3,5	2,9	2,4	1,8	2,1	2	1,4	1,1	1,3	1,6	2,5	2,9	3,8	3,3	3,4	1,8	2,7	2,9	3,1	3	2,7	2,8
26-jul-2009	2,2	1,4	1,2	2	1,7	2,2	2,3	2,5	3,3	2,8	3,1	2,6	4,7	3,8	4,6	5,4	5,9	5,2	6	4,3	2,9	2,4	3,6	1,5
27-jul-2009	2	2,2	2,2	2,5	1,8	2,2	2,1	2,2	2,3	1,8	2,4	2,6	2,1	3,2	3	3,3	3,1	3,3	2,1	1,4	2,2	1,7	2,8	3,1
28-jul-2009	3,4	1,1	1,5	2	1,5	1,8	2,5	1,4	2,8	1,8	2,8	2,3	3,6	4	4,5	4,5	5,7	5,3	4,6	3,7	3,2	2,8	4,6	4,5
29-jul-2009	4,9	4,4	4,1	5,9	1,4	2,4	2,9	2,9	3,9	3,3	2,4	2,6	4,5	5,7	5,6	6,3	5,9	5,4	4,7	3,9	3,3	1,4	2,1	1,6
30-jul-2009	1,4	1,9	1,8	1,9	2,8	2,6	2,1	1,9	1,2	1,6	2,3	2,9	4,3	4,3	3,9	5,4	5,3	5,2	5	4,2	3,5	2	1,7	1,3
31-jul-2009	1,3	2,5	3	1,7	1,1	1	1	1,1	1,4	1,1	1,3	1,4	3,1	3,9	4,7	6	6,3	5,9	6	5,9	7,2	7,8	8,2	7,7
01-ago-2009	7,3	7,2	6,3	6,1	6,4	5,6	6	4,8	4,1	3,5	2,7	3	3	2,1	1,7	2	2,7	2,8	3,1	2,8	4,1	3,6	5,2	3,6
02-ago-2009	5,2	5,8	6,6	5,3	5,3	2,8	3	3,9	2	3,8	5,2	3,9	2,1	2,3	4	5,2	6	5,9	6	6,8	7,4	6,8	6,3	6,3
03-ago-2009	2,1	3,2	2,6	3,6	4,9	8	10	11,8	10,6	11,4	9,6	7,8	8,6	9,1	9	7,6	9,1	9,7	8,2	7,5	6,3	5,4	3,7	3,5
04-ago-2009	3,8	3,9	2,6	2,7	2,1	2	1,6	1,9	1,2	1,4	1,6	0,4	1,1	2,2	2,6	3,1	4,5	4,9	4,8	6,5	7	7,2	7,3	6,6
05-ago-2009	6,7	8,1	8,4	7,8	8,8	8,1	7,4	7,3	7,2	6,4	7,1	6,8	6,5	6,5	6	5,8	5,3	5,9	5,4	5,7	4	3,5	1,5	2,3
06-ago-2009	2,9	2,5	1,5	0,2	3,3	5,4	6	4,6	4,1	4,6	5,4	4,3	4,7	7,1	6	5,4	4,3	3,6	3,5	3,9	2,2	1,6	2,5	1,4
07-ago-2009	1	1,5	1,6	0,8	1,6	1,2	1	0,3	0,2	0,3	3,7	4,5	5,2	6,3	7,2	6,9	7,1	6,6	6,4	6,5	7,8	6,9	7,4	3,6
08-ago-2009	1,6	3,1	3,3	3,6	3,1	2,8	0,7	1,4	1,3	2,5	1,9	2	2,4	5	2,5	3,7	3,5	3,3	3,7	2,6	4,5	5,4	3,6	2,9
09-ago-2009	2,6	3,5	2,8	1,9	2,5	3,9	4	1,7	3	3	0,8	1,1	2,8	1,8	2,8	3,3	4,3	5	4	5,3	7,3	1,1	5,9	4,4
10-ago-2009	5	3,3	6,2	3,7	7	6	4,7	8,5	10	9,4	7,7	6	5,9	6,2	7,2	7,3	6,6	7,2	5,8	6,6	4,9	3,9	2,5	1,9
11-ago-2009	1,6	1,3	0,9	0	0	1,7	1,7	1,8	1,6	1,3	1,7	1,5	1,9	3	1,9	2,2	3,4	3,5	3,3	3,5	3,1	4,3	4,2	3,9
12-ago-2009	3,7	4	4,1	4,1	4,4	3,8	3	4,2	3	1,5	1,6	1,5	1	2,4	2,7	3,6	5	4,2	4,2	4,7	4,6	4,9	4,6	4,9
13-ago-2009	6,1	5,9	6,7	7	7,5	7,5	7,9	8,3	8,8	4,6	4,8	3,6	5,6	4,2	3	2	1,6	1,9	2,4	1,7	1,2	3	1,4	1,5
14-ago-2009	2,8	2,2	2	1,6	1,5	2,1	1,3	1	1,3	1,1	2,3	1,8	2,1	2,4	3,6	4,2	4,1	3,7	3,9	4,7	5,7	6,1	6,3	5,7
15-ago-2009	7,6	7,7	7,7	7,6	7,7	6,7	6,1	6,9	6,1	4,6	4,9	4,8	3,7	4,2	5,9	8,2	6,8	5,3	5,5	5,5	4,8	5,6	6	7
16-ago-2009	7,9	7,7	8,2	8,9	8,5	7,8	7,4	5	6,3	5	5,8	6,5	7,2	7,3	7,3	7,5	5,1	4,5	7,9	5,2	4,7	7,3	7,1	6,1
17-ago-2009	3,4	6	4,4	6,9	5,5	6,8	5,6	2,1	3,3	0,6	1,3	2,5	6,5	0,1	2,7	2,2	2,8	4,6	4,7	5,2	4,1	2,1	2,1	2,5
18-ago-2009	2,9	2,3	3,1	3,2	2,3	2,6	1,4	3,1	3	2,4	5,2	6	6,2	5,1	2,6	2,9	1,7	2,2	5,2	4,9	3,9	3,1	4,3	5,2
19-ago-2009	9,8	7,8	8,5	8,1	7	6,5	4,8	7,4	6,2	8,9	14,1	11,7	6,6	6,4	5,3	4,4	3,1	3,8	7,9	8,4	8,9	10,1	10,8	9,2
20-ago-2009	9,1	9,2	10,2	8,8	7,3	5,5	5,6	3	4	4,9	5,5	4,2	6,1	6,8	8,3	9,9	9,3	9,8	6,6	6,3	6,7	6	6,1	7
21-ago-2009	4,2	5,8	NULL	4,8	5,5	6	5,9	5,4	5,6	4,5	3,8	4,4	5	7,5	7,8	7,2	6,9	7,2	6,8	7,1	6,2	6,7	6,4	4
22-ago-2009	2	1,4	1,7	1,8	1,5	1,3	2	1,4	1,3	1,8	1,1	1,3	2,3	3,3	5,6	6,1	6,1	6,9	6,4	7,2	8,4	8,8	7,2	6,9
23-ago-2009	7,1	6,6	6,3	5,8	7,3	5,6	2,4	4,1	2,7	1,3	3,9	3,5	3,6	5	4,8	4,7	4	4,6	4,5	4	2,9	3,5	2,8	1,9
24-ago-2009	2,2	1,7	2,1	1,6	1,8	1,8	0,3	0,8	2,3	1	2,4	2,8	2,8	2,4	1,8	1,8	2,1	2,3	2,5	2,8	1,7	0,4	0	0,5
25-ago-2009	1,5	1,8	0,6	1,6	1,4	3,6	3,7	3	2,7	3,6	4	5,4	5,6	5,3	5,9	5,7	7,2	7,4	5,4	5,1	8,1	7,6	8,3	8,4
26-ago-2009	8,5	8,6	8,8	7,5	5,7	5	6,6	5,6	5,9	6	6,2	5,4	3,3	4,1	4,8	3,6	3,9	4,6	3,7	3,7	3,2	3,2	2,4	2,2
27-ago-2009	1,7	1,9	2,4	1,2	0	0	0,9	1,3	2	0	0,9	0	1,3	1,5	1,4	1,6	2,1	2,4	3	2,5	3,5	2,5	1,6	2,6
28-ago-2009	2,9	2,1	1,6	1,3	1,5	2,5	2,2	2,9	2,3	1,3	0,6	0,1	0,5	1,6	1,6	1,2	2,3	2,8	3	2,7	2,6	1,5	3	3,3
29-ago-2009	3,6	3,6	3,1	3,6	3,6	4	4,6	4,9	1,6	4	3,7	4,1	4	5,2	4,2	4,9	4,7	5,4	4,4	3,6	4	3	3,6	4,5
30-ago-2009	4,4	4,7	4,5	4,2	4,2	5,1	6,1	3,8	4,6	2,3	4,7	4,3	3,6	3,1	2,2	2,5	2,7	2	2,4	3	3,6	3,7	2,9	3,7
31-ago-2009	3,2	2,9	3,7	3,2	2,4	1,5	1	1,1	2,5	2,7	3,2	3	3,9	4,7	4,9	2,8	3,2	3,2	4,3	4,1	4	2,5	2,9	3,1
01-set-2009	2,7	3,8	3,5	3,2	2,9	2,5	3,2	1,3	2,4	5	3,3	3,2	1,8	1,4	1,6	1,8	2,2	6,1	5,7	2,8	4,5	5,2	3,6	0,9
02-set-2009	0	2,6	2,4	3,2	4,4	5,5	6,8	7,5	5,4	1,9	3	2,1	1,5	2,7	3,9	2,1	4,1	1,6	0,9	3,1	4,4	5,9	6,3	6,1
03-set-2009	6	5,1	4,6	6,4	6,5	5	2	4,5	2,3	4	5,8	4,9	6,8	7	1,8	2,5	2,6	3,4	3,4	2,6	4,7	4	3,8	2,8
04-set-2009	2,7	1,1	5,5	3,3	0,3	1,2	2,3	0,1	0	1,4	1	1,6	1,2	2	1,8	2,9	1,9	1,8	2,1	1,9	3	2,4	1,3	0,8
05-set-2009	0	0	0,8	2,7	3,9	3,8	3,7	3,3	2,8	2,8	2,8	4,4	5,3	6,3	5,1	5,6	5,1	5,2	4,1	4,9	4,1	3,6	4,2	1,6
06-set-2009	0	0,1	1,4	1,6	3,2	3,5	4,6	5,3	5,7	6,4	5,2	4,8	5	5,8	5,6	5,8	6,3	6,3	6	6,9	5,6	5,4	7,3	5,3
07-set-2009	5,5	5,8	5,2	4,1	4,1	4,7	5,2	5,3	4,8	6,8	6,8	8	9	8,4	7	5,9	4,7	4,2	5	8,4	3,5	0,8	5,5	4,6
08-set-2009	7,2	6,7	1,6	6,4	11,2	9,5	7,8	1,1	2,5	2,1	2,8	6,6	4	3,3	2,2	3,2	3,6	4,2	3,7	3,4	3,4	4,5	3,2	5
09-set-2009	3,6	1,2	0	0	0,9	1,2	3,6	1,9	2,5	1,3	3,6	1,6	1,2	3,1	3,7	4,4	3,5	3,2	3,4	4,7	4,3	4,3	3,9	3,7
10-set-2009	3,5	0,7	2,5	1,4	2,3	2	2,3	3,2	1,8	1,2	0	1,1	0,8	2,1	3,5	2,1	2,4	5,9	3,5	5,8	4,2	5,9	7,7	6
